,Barcode,block,g_alias,datePlant,dateMature,daysToMaturity,plantCount,hundredSeedWeight,podWseedWeight,seedWeight,meanSeedpPod,tenPodWeight,seedpPod1,seedpPod2,seedpPod3,seedpPod4,seedpPod5,seedpPod6,seedpPod7,seedpPod8,seedpPod9,seedpPod10,genotype,soilSample
350,166_5,2,VI004244B-BR,10/6/2022,12/26/2022,81,20,3.82,224,124,12.5,7.35,13,14,14,13,13,12,11,12,11,12,MMC249,En2
351,167_1,2,VI003083BG,10/6/2022,12/26/2022,81,20,4.28,276,154,13.1,7.36,14,12,13,14,13,14,12,12,13,14,MMC154,En2
352,167_2,2,VI003725BG,10/6/2022,12/26/2022,81,20,4.4,172,98,13.6,8.92,12,14,14,13,15,13,14,14,14,13,MMC206,En2
353,167_3,2,VI001023BG,10/6/2022,12/26/2022,81,14,4.81,204,120,12.6,10.22,13,12,10,13,13,12,12,14,14,13,MMC46,En2
354,167_4,2,VI000559AG,10/6/2022,12/19/2022,74,20,3.79,216,140,12.1,5.37,12,8,12,14,12,12,13,12,14,12,MMC24,En2
355,167_5,2,VI003114AG,10/6/2022,12/26/2022,81,20,3.37,100,42,13.1,6.81,14,13,14,13,12,13,13,12,14,13,MMC155,En2
356,168_1,2,VI002894B-BR,10/6/2022,12/14/2022,69,20,4.65,296,198,12.5,9.62,9,12,14,12,13,14,13,12,14,12,MMC140,En2
357,168_2,2,VI003886B-BR,10/6/2022,12/19/2022,74,20,4.3,230,152,12.3,7.39,12,11,13,14,12,12,12,10,13,14,MMC217,En2
358,168_3,2,VI000461BG,10/6/2022,12/21/2022,76,20,4.22,278,160,12.6,6.61,14,11,13,10,12,15,12,13,12,14,MMC17,En2
359,168_4,2,VI003914AG,10/6/2022,12/26/2022,81,20,3.35,194,102,11.5,5.9,14,8,12,10,13,11,12,11,14,10,MMC222,En2
360,168_5,2,VI000170B-BR,10/6/2022,12/19/2022,74,20,4.61,236,170,12.3,7,14,14,11,14,11,10,14,13,12,10,MMC5,En2
361,169_1,2,VI003220AG,10/6/2022,12/26/2022,81,20,5.15,288,178,12.2,10.37,13,13,13,12,12,11,10,12,12,14,MMC163,Wn1
362,169_2,2,VI003172BG,10/6/2022,12/26/2022,81,20,3.89,172,98,12.8,6.83,12,14,12,12,11,14,13,14,13,13,MMC158,Wn1
363,169_3,2,VI000105BG,10/6/2022,12/19/2022,74,20,4.57,258,178,12.2,7.93,13,12,12,13,12,12,12,11,12,13,MMC3,Wn1
364,169_4,2,VI003212B-BLM,10/6/2022,12/14/2022,69,20,4.46,250,164,12,7.22,9,11,13,12,13,14,12,12,12,12,MMC162,Wn1
365,169_5,2,VI003276BG,10/6/2022,12/19/2022,74,20,3.82,206,136,13.6,7.81,14,14,11,15,15,15,14,13,11,14,MMC171,Wn1
366,17_1,1,VI004789BG,10/6/2022,12/28/2022,83,20,3.18,126,70,13,5.38,13,13,13,13,13,13,13,14,13,12,MMC266,Es1
367,17_2,1,VI002894B-BR,10/6/2022,12/16/2022,71,20,4.88,194,118,11.7,6.47,13,9,12,10,12,12,11,13,13,12,MMC140,Es1
368,17_3,1,VI003493BG,10/6/2022,12/21/2022,76,20,3.57,264,162,12.4,5.6,12,13,13,12,12,13,12,12,13,12,MMC187,Es1
369,17_4,1,VI003465BG,10/6/2022,12/23/2022,78,20,3.9,110,46,13.1,6,14,13,11,14,13,14,13,12,14,13,MMC183,Es1
370,17_5,1,VI001556BG,10/6/2022,12/19/2022,74,20,3.93,176,116,12.2,5.66,11,12,13,13,12,11,12,13,13,12,MMC80,Es1
371,170_1,2,VI003577AG,10/6/2022,12/19/2022,74,12,4.49,292,196,12.2,7.64,13,12,11,12,13,13,11,12,12,13,MMC196,Wn1
372,170_2,2,VI003907AG,10/6/2022,12/16/2022,71,20,3.56,180,108,12,6.5,13,13,12,13,12,10,13,12,10,12,MMC221,Wn1
373,170_3,2,NM94,10/6/2022,12/7/2022,62,20,5.53,244,128,9.9,7.66,11,10,8,11,12,12,10,8,10,7,MB02,Wn1
374,170_4,2,VI001509AG,10/6/2022,12/26/2022,81,20,3.86,134,66,11.7,6.15,13,12,11,12,12,9,12,12,11,13,MMC73,Wn1
375,170_5,2,VI004934AG,10/6/2022,12/26/2022,81,20,3.9,226,128,12.3,6.53,14,12,8,11,14,12,13,13,13,13,MMC278,Wn1
376,171_1,3,VI001023BG,10/6/2022,12/19/2022,74,20,4.86,242,174,13.1,9.8,11,12,13,13,13,14,14,13,14,14,MMC46,Wn1
377,171_2,3,VI002859BG,10/6/2022,12/26/2022,81,20,4.29,238,130,11.7,6.93,11,13,12,12,11,11,12,12,12,11,MMC136,Wn1
378,171_3,3,VI004351AG,10/6/2022,12/7/2022,62,20,3.77,174,108,10.4,4.61,8,11,10,9,11,8,13,11,12,11,MMC255,Wn1
379,171_4,3,VI001692AG,10/6/2022,12/26/2022,81,20,3.1,174,94,12.9,6.4,14,12,13,11,12,13,13,14,13,14,MMC92,Wn1
380,171_5,3,VI003554AG,10/6/2022,12/26/2022,81,20,4.14,54,18,13.1,6.28,12,13,13,14,13,14,14,12,13,13,MMC193,Wn1
381,172_1,3,VI004666AG,10/6/2022,12/26/2022,81,20,3.89,218,126,12.3,6.58,12,11,12,14,12,11,13,12,14,12,MMC260,Wn1
382,172_2,3,VI000953AG,10/6/2022,12/26/2022,81,20,6.63,160,86,11.9,11.59,12,13,13,12,10,14,11,9,13,12,MMC44,Wn1
383,172_3,3,VI002195AG,10/6/2022,12/19/2022,74,20,6.47,268,176,10.9,10.2,9,10,12,12,11,11,11,12,9,12,MMC114,Wn1
384,172_4,3,VI001557BG,10/6/2022,12/26/2022,81,20,3.04,102,50,12,5.61,11,12,12,12,11,14,12,13,11,12,MMC81,Wn1
385,172_5,3,VI003560BG,10/6/2022,12/26/2022,81,20,3.71,140,74,12.5,6.17,12,14,12,12,12,12,13,14,12,12,MMC194,Wn1
386,173_1,3,VI004006A-GM,10/6/2022,12/26/2022,81,20,3.46,288,176,12,6.4,12,12,11,12,11,13,12,12,12,13,MMC235,Wn2
387,173_2,3,VI003329AG,10/6/2022,12/26/2022,81,20,3.88,150,76,12.3,6.19,12,10,13,14,11,14,13,13,12,11,MMC172,Wn2
388,173_3,3,VI003242AG,10/6/2022,12/16/2022,71,20,4.97,190,126,12.9,7.7,15,13,11,11,14,13,11,13,14,14,MMC166,Wn2
389,173_4,3,VI002993BG,10/6/2022,12/19/2022,74,20,3.96,346,240,13.1,7.27,13,13,11,14,12,13,11,15,15,14,MMC144,Wn2
390,173_5,3,VI004096AG,10/6/2022,12/26/2022,81,20,3.31,130,60,13.2,5.93,13,14,13,14,13,14,14,10,13,14,MMC242,Wn2
391,174_1,3,VI001490AG,10/6/2022,12/26/2022,81,20,3.92,242,126,11.3,5.61,13,12,12,13,10,10,11,12,10,10,MMC72,Wn2
392,174_2,3,VI004297AG,10/6/2022,12/26/2022,81,20,4.17,212,104,11.1,6.02,12,11,12,11,10,11,11,11,11,11,MMC250,Wn2
393,174_3,3,VI003947B-BR,10/6/2022,12/21/2022,76,20,4.49,278,150,12.3,8.18,11,12,13,10,11,11,13,14,15,13,MMC228,Wn2
394,174_4,3,VI000616BG,10/6/2022,12/14/2022,69,18,4.23,152,98,12.5,6.29,10,14,14,13,12,14,13,12,13,10,MMC27,Wn2
395,174_5,3,VI001509AG,10/6/2022,12/14/2022,69,17,3.89,204,130,11.2,5.99,9,9,13,13,12,11,10,13,10,12,MMC73,Wn2
396,175_1,3,VI002537AG,10/6/2022,12/21/2022,76,20,4.62,248,145,12.7,8.41,13,13,13,13,12,13,13,13,12,12,MMC127,Wn2
397,175_2,3,VI001539AG,10/6/2022,12/26/2022,81,20,3.12,206,114,12.1,6.21,11,12,13,13,11,13,12,12,12,12,MMC78,Wn2
398,175_3,3,VI001612AG,10/6/2022,12/16/2022,71,20,3.71,282,186,12.3,6.85,12,14,13,11,11,14,11,12,12,13,MMC86,Wn2
399,175_4,3,VI003251A-BL,10/6/2022,12/21/2022,76,20,3.41,198,102,12,5.37,12,12,12,10,13,12,14,12,11,12,MMC167,Wn2
400,175_5,3,VI014178BG,10/6/2022,12/26/2022,81,20,4.03,162,92,13.8,7.34,15,15,13,13,15,14,13,15,13,12,MMC293,Wn2
401,177_1,1,VI001698BG,10/6/2022,12/7/2022,62,20,4.08,262,156,11.4,5.61,12,13,12,12,11,9,12,10,12,11,MMC93,En1
402,177_2,1,VI000105BG,10/6/2022,12/14/2022,69,20,4.48,276,198,11.9,7.49,11,12,12,12,12,12,12,12,10,14,MMC3,En1
403,177_3,1,VI002051BG,10/6/2022,12/26/2022,81,13,4.22,184,110,12.1,6.63,11,12,14,11,12,12,12,11,14,12,MMC107,En1
404,177_4,1,VI003914AG,10/6/2022,12/29/2022,84,20,3.62,170,82,11.7,6.57,12,12,13,12,11,10,13,12,10,12,MMC222,En1
405,177_5,1,VI004044BG,10/6/2022,12/26/2022,81,17,3.9,198,116,12.7,8.5,14,12,13,13,13,12,13,13,13,11,MMC238,En1
406,178_1,1,VI004351AG,10/6/2022,12/19/2022,74,18,3.77,150,94,11.6,5.47,12,10,11,13,12,11,11,13,12,11,MMC255,En1
407,178_2,1,VI001244AG,10/6/2022,12/21/2022,76,17,7.41,140,68,12.3,11.59,13,13,12,10,12,14,11,12,13,13,MMC55,En1
408,178_3,1,VI002986AG,10/6/2022,12/29/2022,84,20,3.84,176,90,13.2,6.41,13,12,13,13,14,12,13,14,14,14,MMC143,En1
409,178_4,1,VI000470AG,10/6/2022,12/26/2022,81,20,7.39,160,92,11.1,11.04,10,11,13,9,10,11,12,9,11,15,MMC18,En1
410,178_5,1,VI003172BG,10/6/2022,12/26/2022,81,14,3.91,234,140,13.1,6.08,13,14,11,12,13,13,12,14,14,15,MMC158,En1
411,179_1,1,VI003785BG,10/6/2022,12/26/2022,81,11,4.12,170,98,16.5,9.13,16,18,17,17,16,18,16,18,15,14,MMC213,En1
412,179_2,1,VI001403BR,10/6/2022,12/26/2022,81,20,3.91,70,36,12.3,5.94,13,12,13,13,11,11,14,12,12,12,MMC62,En1
413,179_3,1,VI002487AG,10/6/2022,12/26/2022,81,14,3.7,134,58,13.3,6.2,14,12,14,14,14,14,14,11,13,13,MMC124,En1
414,179_4,1,VI003235AG,10/6/2022,12/26/2022,81,20,4.11,192,98,13.2,6.83,12,11,12,14,11,15,16,15,13,13,MMC165,En1
415,179_5,1,VI001612AG,10/6/2022,12/14/2022,69,20,3.68,308,224,12.8,6.8,12,13,13,12,15,13,12,13,12,13,MMC86,En1
416,18_1,1,VI001412AG,10/6/2022,12/19/2022,74,20,3.46,174,116,12.6,6.2,14,13,14,15,14,9,14,12,13,8,MMC66,Es1
417,18_2,1,VI003252BG,10/6/2022,12/19/2022,74,20,2.85,162,88,13,4.77,15,14,14,13,10,13,13,12,13,13,MMC169,Es1
418,18_3,1,VI003232AG,10/6/2022,12/23/2022,78,20,4.09,204,114,13.3,7.24,13,13,13,13,13,13,14,15,14,12,MMC164,Es1
419,18_4,1,VI004958BG,10/6/2022,12/23/2022,78,20,4.91,246,144,13.3,8.1,13,11,14,15,14,13,14,15,12,12,MMC284,Es1
420,18_5,1,VI003251A-BLM,10/6/2022,12/19/2022,74,20,3.37,176,98,11.6,5,11,10,12,10,12,12,14,13,10,12,MMC168,Es1
421,180_1,1,VI001066BG,10/6/2022,12/26/2022,81,20,4.25,166,88,14.2,7.79,14,14,14,14,15,16,13,15,14,13,MMC47,En1
422,180_2,1,VI002993BG,10/6/2022,12/26/2022,81,20,3.9,280,174,13.8,7.39,13,14,14,14,14,14,15,13,14,13,MMC144,En1
423,180_3,1,VI003795AG,10/6/2022,12/26/2022,81,20,4.21,212,114,12.3,6.72,12,14,12,15,12,11,12,12,12,11,MMC214,En1
424,180_4,1,VI003554AG,10/6/2022,12/29/2022,84,20,4.13,72,20,12.4,7.05,14,13,12,11,12,11,13,13,12,13,MMC193,En1
425,180_5,1,VI003456AG,10/6/2022,12/26/2022,81,20,3.72,90,38,12.3,6.29,13,12,12,12,13,10,12,12,14,13,MMC182,En1
426,181_1,1,VI004838AG,10/6/2022,12/26/2022,81,20,3.91,242,144,13.7,7.47,14,13,13,13,14,14,13,15,13,15,MMC270,En2
427,181_2,1,VI003440AG,10/6/2022,12/16/2022,71,20,4.29,288,182,10.6,5.55,10,12,12,12,11,7,9,10,12,11,MMC180,En2
428,181_3,1,VI004184AG,10/6/2022,12/7/2022,62,20,3.76,176,104,10.7,4.59,10,11,11,12,11,10,12,11,10,9,MMC247,En2
429,181_4,1,VI000723AG,10/6/2022,12/14/2022,69,20,3.5,234,164,12,6.01,14,12,11,11,12,10,12,12,12,14,MMC31,En2
430,181_5,1,VI003882A-BLM,10/6/2022,12/12/2022,67,20,3.73,290,172,11.4,6.53,10,12,13,12,13,9,12,9,11,13,MMC216,En2
431,182_1,2,VI002195AG,10/6/2022,12/19/2022,74,20,6.33,230,144,12.6,10.64,13,14,11,13,12,12,14,12,13,12,MMC114,En2
432,182_2,2,VI002877BG,10/6/2022,12/14/2022,69,20,4.25,272,194,12.9,7.59,13,12,12,14,13,14,13,13,14,11,MMC139,En2
433,182_3,2,VI003183AG,10/6/2022,12/26/2022,81,19,4.14,206,122,13.2,7.32,12,14,12,14,13,14,14,14,12,13,MMC160,En2
434,182_4,2,VI004024AG,10/6/2022,12/26/2022,81,19,4.41,204,126,12.9,7.79,13,15,14,13,15,13,11,12,12,11,MMC237,En2
435,182_5,2,VI000164BG,10/6/2022,12/19/2022,74,20,4.21,148,96,12.3,6.05,12,12,14,12,11,12,13,12,13,12,MMC4,En2
436,183_1,2,VI001762A-GM,10/6/2022,12/29/2022,84,20,3.49,258,154,12.7,6.89,13,13,13,14,14,12,12,12,13,11,MMC98,En2
437,183_2,2,VI002197BG,10/6/2022,12/26/2022,81,20,4.9,234,140,13.1,8.86,13,13,14,14,11,12,15,13,12,14,MMC115,En2
438,183_3,2,VI003255AG,10/6/2022,12/26/2022,81,20,3.92,212,94,12.5,7.02,12,12,14,12,11,13,13,12,13,13,MMC170,En2
439,183_4,2,VI001126BG,10/6/2022,12/26/2022,81,20,4.42,184,106,12.9,7.79,12,12,12,13,16,13,12,13,15,11,MMC50,En2
440,183_5,2,VI004973B-BLM,10/6/2022,12/14/2022,69,20,3.98,188,132,9.9,5.82,9,12,8,6,12,12,10,12,9,9,MMC288,En2
441,184_1,2,VI004842AG,10/6/2022,12/26/2022,81,20,3.73,116,54,11.9,6.07,10,12,11,12,12,11,12,13,12,14,MMC271,En2
442,184_2,2,VI003602AG,10/6/2022,12/26/2022,81,11,4.41,176,100,12.3,7.66,12,12,12,10,11,13,14,13,13,13,MMC197,En2
443,184_3,2,VI000749AG,10/6/2022,12/26/2022,81,19,3.83,260,162,13.1,6.42,12,13,14,13,13,15,13,12,14,12,MMC35,En2
444,184_4,2,VI002432AG,10/6/2022,12/26/2022,81,20,5.99,162,94,12.2,9.72,12,12,14,12,11,12,12,13,13,11,MMC120,En2
445,184_5,2,VI000578AG,10/6/2022,12/19/2022,74,20,3.3,112,64,11.3,4.8,10,13,11,12,11,12,10,10,12,12,MMC25,En2
446,185_1,2,VI002051BG,10/6/2022,12/26/2022,81,20,4.25,188,116,11.9,6.63,12,12,12,13,12,13,10,11,11,13,MMC107,Wn1
447,185_2,2,VI003894B-BLM,10/6/2022,12/26/2022,81,20,4.44,154,76,11.7,6.38,12,12,13,13,11,11,11,11,12,11,MMC220,Wn1
448,185_3,2,VI003379BG,10/6/2022,12/26/2022,81,20,4.66,164,78,15.2,8.9,15,15,15,15,16,15,17,15,13,16,MMC176,Wn1
449,185_4,2,VI002926AG,10/6/2022,12/26/2022,81,20,3.81,124,66,12.1,6.91,12,13,13,12,12,12,12,11,12,12,MMC141,Wn1
450,185_5,2,VI003070AG,10/6/2022,12/19/2022,74,20,3.68,196,132,13.1,5.94,14,12,13,12,13,14,13,14,13,13,MMC153,Wn1
451,186_1,2,VI002009BG,10/6/2022,12/12/2022,67,20,3.9,358,216,13.1,6.5,14,13,12,13,14,15,13,13,12,12,MMC105,Wn1
452,186_2,2,VI004243B-BR,10/6/2022,12/16/2022,71,20,3.87,180,106,11,5.44,13,10,13,11,11,12,12,8,11,9,MMC248,Wn1
453,186_3,2,VI003534AG,10/6/2022,12/26/2022,81,20,4.41,160,114,12.3,7.58,14,13,12,12,11,13,9,15,12,12,MMC190,Wn1
454,186_4,2,VI003957AG,10/6/2022,12/14/2022,69,20,3.44,324,232,12.1,5.94,13,11,11,12,11,11,12,13,14,13,MMC232,Wn1
455,186_5,2,VI003034BG,10/6/2022,12/21/2022,76,20,3.85,240,144,13.2,6.32,14,15,17,11,12,12,14,12,13,12,MMC148,Wn1
456,187_1,3,VI003801BG,10/6/2022,12/26/2022,81,20,5.98,276,178,16.6,12.32,17,17,14,16,16,18,18,18,18,14,MMC215,Wn1
457,187_2,3,VI003379BG,10/6/2022,12/26/2022,81,20,4.64,154,88,12.7,8.52,12,15,11,12,14,12,12,12,15,12,MMC176,Wn1
458,187_3,3,VI003886B-BR,10/6/2022,12/21/2022,76,20,4.57,274,168,11.8,9.13,10,13,12,13,11,11,12,13,12,11,MMC217,Wn1
459,187_4,3,VI003548AG,10/6/2022,12/26/2022,81,20,3.6,198,110,12.7,5.28,13,12,12,13,13,12,13,14,13,12,MMC192,Wn1
460,187_5,3,VI003948B-BR,10/6/2022,12/14/2022,69,20,4.53,330,234,12.1,8.39,11,11,14,11,11,13,12,15,12,11,MMC229,Wn1
461,188_1,3,VI001448A-BLM,10/6/2022,12/12/2022,67,20,3.04,226,152,12.2,4.75,14,10,11,12,13,13,13,12,11,13,MMC69,Wn1
462,188_2,3,VI000203B-BR,10/6/2022,12/29/2022,84,20,3.3,100,54,12.7,5.11,13,12,13,11,12,11,14,13,14,14,MMC8,Wn1
463,188_3,3,VI004810BG,10/6/2022,12/21/2022,76,20,3.81,290,182,11.5,6.57,14,13,10,11,14,10,9,12,13,9,MMC267,Wn1
464,188_4,3,VI004302AG,10/6/2022,12/19/2022,74,20,3.98,198,120,10.9,5.32,11,10,13,10,11,11,11,11,11,10,MMC251,Wn1
465,188_5,3,VI000732AG,10/6/2022,12/26/2022,81,20,5.03,278,178,12.2,9.46,12,13,13,12,13,11,12,13,12,11,MMC32,Wn1
466,189_1,3,VI003602AG,10/6/2022,12/26/2022,81,14,4.61,176,106,12.1,8.14,11,11,12,12,11,13,12,13,12,14,MMC197,Wn2
467,189_2,3,VI003795AG,10/6/2022,12/19/2022,74,20,4.11,206,108,12,8.37,11,11,15,13,12,11,12,12,12,11,MMC214,Wn2
468,189_3,3,VI000818BG,10/6/2022,12/26/2022,81,20,4.1,176,106,12.2,8.56,11,12,13,11,12,12,13,10,14,14,MMC40,Wn2
469,189_4,3,VI002437BG,10/6/2022,12/26/2022,81,20,3.81,230,140,12.9,11.15,14,14,12,12,13,14,13,11,12,14,MMC121,Wn2
470,189_5,3,VI001482BG,10/6/2022,12/26/2022,81,20,4.33,244,146,13.3,7.56,14,13,14,14,12,14,12,14,13,13,MMC71,Wn2
471,19_1,1,VI002284BG,10/6/2022,12/28/2022,83,13,3.98,112,64,11.3,5.7,12,10,12,12,12,11,10,12,10,12,MMC118,Es1
472,19_2,1,VI003407AG,10/6/2022,12/19/2022,74,20,3.66,268,172,11.2,4.76,12,12,11,10,10,12,12,12,10,11,MMC178,Es1
473,19_3,1,VI002432AG,10/6/2022,12/14/2022,69,20,5.9,156,90,12.1,9.39,13,14,11,11,12,13,14,11,11,11,MMC120,Es1
474,19_4,1,VI000164BG,10/6/2022,12/23/2022,78,20,4.43,90,38,10.9,6.24,9,12,9,12,11,11,9,12,12,12,MMC4,Es1
475,19_5,1,VI003947B-BR,10/6/2022,12/14/2022,69,20,4.33,256,154,12.5,8.51,14,12,14,13,12,14,11,12,10,13,MMC228,Es1
476,190_1,3,VI000589B-BR,10/6/2022,12/12/2022,67,20,4.5,238,168,11.9,8.27,13,13,12,12,12,10,12,12,11,12,MMC26,Wn2
477,190_2,3,VI003255AG,10/6/2022,12/26/2022,81,20,4.05,276,186,12.7,7.47,13,12,12,13,13,14,13,13,12,12,MMC170,Wn2
478,190_3,3,VI001756BG,10/6/2022,12/12/2022,67,20,3.9,320,198,11.5,5.67,11,12,12,13,11,12,11,10,12,11,MMC97,Wn2
479,190_4,3,VI004307AG,10/6/2022,12/7/2022,62,12,4.2,108,64,11.5,4.67,13,9,13,12,11,12,12,11,11,11,MMC252,Wn2
480,190_5,3,VI003958B-BLM,10/6/2022,12/19/2022,74,20,4,256,170,13.6,6.98,13,13,15,13,15,14,12,14,14,13,MMC233,Wn2
481,191_1,3,VI001576BG,10/6/2022,12/21/2022,76,17,3.33,238,134,12.9,6.51,16,13,12,10,14,13,12,14,12,13,MMC83,Wn2
482,191_2,3,VI000618AG,10/6/2022,12/21/2022,76,16,3.94,216,136,12.2,6.96,12,12,14,12,10,12,13,11,13,13,MMC28,Wn2
483,191_3,3,VI004045A-GM,10/6/2022,12/21/2022,76,20,3.25,280,168,13.2,6.99,14,15,14,13,12,13,13,14,12,12,MMC239,Wn2
484,191_4,3,VI004957AG,10/6/2022,12/26/2022,81,20,3.99,258,158,13.5,7.7,14,13,12,13,14,15,15,12,13,14,MMC283,Wn2
485,191_5,3,VI002173AG,10/6/2022,12/26/2022,81,20,3.97,200,114,12.6,6.48,12,12,12,15,14,13,12,13,10,13,MMC109,Wn2
486,2_1,1,VI003658BG,10/6/2022,12/23/2022,78,20,4.08,228,126,12.3,6.16,12,12,12,12,12,13,12,13,12,13,MMC200,Es1
487,2_2,1,VI001448A-BLM,10/6/2022,12/21/2022,76,20,2.82,206,124,12.6,4.88,13,13,13,12,13,13,10,14,12,13,MMC69,Es1
488,2_3,1,VI003517BG,10/6/2022,12/19/2022,74,20,3.6,280,172,13.3,5.73,14,13,13,12,13,13,13,14,14,14,MMC189,Es1
489,2_4,1,VI001509AG,10/6/2022,12/21/2022,76,20,3.76,276,166,11.5,5.78,11,11,11,12,13,13,8,14,13,9,MMC73,Es1
490,2_5,1,VI003725BG,10/6/2022,12/28/2022,83,20,4.27,188,114,13,7.28,12,14,14,15,12,10,13,13,13,14,MMC206,Es1
491,20_1,1,VI000551AG,10/6/2022,12/23/2022,78,20,3.43,74,28,12.9,5.3,12,13,13,14,14,12,15,12,12,12,MMC22,Es1
492,20_2,1,VI003685BG,10/6/2022,12/16/2022,71,20,4,228,130,13.8,6.31,13,12,13,16,14,15,14,14,14,13,MMC203,Es1
493,20_3,1,VI001282AG,10/6/2022,12/29/2022,84,20,3.61,146,78,13.6,6.6,16,12,12,13,14,12,15,14,14,14,MMC57,Es1
494,20_4,1,VI002063BG,10/6/2022,12/19/2022,74,20,5.26,194,122,15.8,13.87,17,12,15,16,15,15,18,15,17,18,MMC108,Es1
495,20_5,1,VI002647AG,10/6/2022,12/19/2022,74,20,6.77,230,142,12,11.24,14,11,13,12,10,13,10,13,11,13,MMC132,Es1
496,21_1,1,VI001733BG,10/6/2022,12/19/2022,74,20,4.62,262,184,12.8,7.51,14,13,14,13,13,13,12,12,12,12,MMC95,Es2
497,21_2,1,VI004480AG,10/6/2022,12/14/2022,69,20,3.75,176,104,11.5,5.53,10,12,13,12,13,12,11,10,11,11,MMC258,Es2
498,21_3,1,VI000212A-BLM,10/6/2022,12/14/2022,69,20,3.29,118,58,11.3,5.5,9,11,13,12,13,9,14,11,12,9,MMC9,Es2
499,21_4,1,VI001162AG,10/6/2022,12/16/2022,71,20,3.56,202,132,12.1,4.91,13,13,12,12,12,13,12,12,10,12,MMC51,Es2
500,21_5,1,VI000953AG,10/6/2022,12/19/2022,74,20,6.67,176,118,13.5,9.35,14,13,15,11,12,15,14,14,13,14,MMC44,Es2
501,22_1,2,VI002569BG,10/6/2022,12/21/2022,76,13,5.43,150,88,13.6,9.32,13,15,15,12,11,11,15,16,15,13,MMC128,Es2
502,22_2,2,VI000953AG,10/6/2022,12/28/2022,83,11,6.65,48,22,10.8,10.94,12,12,10,10,13,8,8,8,13,14,MMC44,Es2
503,22_3,2,VI004811BG,10/6/2022,12/19/2022,74,14,3.72,86,50,12.6,6.05,13,14,12,13,12,12,13,12,13,12,MMC268,Es2
504,22_4,2,VI003490AG,10/6/2022,12/29/2022,84,12,3.72,92,46,12.2,4.8,12,13,11,11,12,12,12,13,13,13,MMC186,Es2
505,22_5,2,VI004789BG,10/6/2022,12/19/2022,74,20,3.53,232,146,13.2,5.95,13,14,13,13,14,13,14,12,15,11,MMC266,Es2
506,23_1,2,VI003734B-DG,10/6/2022,12/14/2022,69,20,4.34,302,174,11.9,8.06,12,11,10,13,12,11,11,13,13,13,MMC209,Es2
507,23_2,2,VI001628AG,10/6/2022,12/19/2022,74,20,3.64,214,120,12,5.12,12,12,13,12,13,10,13,13,12,10,MMC87,Es2
508,23_3,2,VI002532AG,10/6/2022,12/19/2022,74,20,4.92,170,106,12.6,8.42,13,13,14,12,12,13,13,13,11,12,MMC126,Es2
509,23_4,2,VI004734AG,10/6/2022,12/14/2022,69,19,3.54,178,114,11.9,5.2,12,11,11,12,14,12,11,12,12,12,MMC264,Es2
510,23_5,2,VI004871BG,10/6/2022,12/12/2022,67,20,3.83,248,154,12.5,6.76,12,12,13,13,12,13,11,13,14,12,MMC273,Es2
511,24_1,2,VI004044BG,10/6/2022,12/19/2022,74,10,3.86,162,108,12.8,6.56,14,12,12,13,13,13,13,13,11,14,MMC238,Es2
512,24_2,2,VI002999AG,10/6/2022,12/23/2022,78,20,3.99,138,70,12.3,6.45,12,12,13,12,12,13,13,12,12,12,MMC145,Es2
513,24_3,2,VI004954BG,10/6/2022,12/19/2022,74,20,4.81,198,124,12.1,7.74,10,14,14,13,13,13,11,11,12,10,MMC281,Es2
514,24_4,2,3890,10/6/2022,12/14/2022,69,20,6.12,264,170,11.8,10.18,10,14,12,10,11,11,14,13,13,10,MBCt,Es2
515,24_5,2,VI004968AG,10/6/2022,12/28/2022,83,20,3.7,138,82,13.2,5.94,13,12,13,14,12,14,12,15,13,14,MMC286,Es2
516,25_1,2,VI003181B-GM,10/6/2022,12/7/2022,62,12,4.02,184,120,11.3,5.06,12,12,13,11,12,13,9,13,7,11,MMC159,Ws1
517,25_2,2,VI000736AG,10/6/2022,12/19/2022,74,14,5.29,122,70,12.2,9.78,11,13,11,12,13,12,12,13,12,13,MMC34,Ws1
518,25_3,2,VI000099AG,10/6/2022,12/23/2022,78,14,4.27,222,136,12.9,8.46,13,12,11,13,13,13,15,14,13,12,MMC2,Ws1
519,25_4,2,VI003337BG,10/6/2022,12/28/2022,83,12,3.77,112,62,13.8,6.49,13,13,14,13,14,15,15,13,14,14,MMC174,Ws1
520,25_5,2,VI000815BG,10/6/2022,12/14/2022,69,20,4.02,218,142,12.9,8.12,12,11,12,13,13,14,14,14,12,14,MMC39,Ws1
521,26_1,2,VI004010AG,10/6/2022,12/19/2022,74,20,4.75,216,142,12.9,8.56,13,11,14,13,14,13,14,11,13,13,MMC236,Ws1
522,26_2,2,VI002739AG,10/6/2022,12/14/2022,69,18,6.56,196,124,12.1,8.21,12,12,9,14,12,10,14,15,11,12,MMC134,Ws1
523,26_3,2,VI003563A-BR,10/6/2022,12/23/2022,78,10,3.91,128,70,14.1,6.85,12,14,15,15,14,15,13,14,15,14,MMC195,Ws1
524,26_4,2,VI003493BG,10/6/2022,12/19/2022,74,20,3.51,230,150,11.9,5.3,11,12,12,12,11,12,11,13,12,13,MMC187,Ws1
525,26_5,2,VI004933AG,10/6/2022,12/23/2022,78,20,4.05,246,124,12.5,6.52,10,13,10,13,14,14,13,13,13,12,MMC277,Ws1
